1.16877e-07,1.76429e-08,2.8215e-08
1.08455e-06,1.63715e-07,2.61818e-07
0.000134682,2.03306e-05,3.25132e-05
0.000266733,4.02641e-05,6.43914e-05
0.000398488,6.01528e-05,9.6198e-05
0.000884815,0.000133907,0.000213708
0.00256006,0.000388279,0.000618592
0.00423015,0.000641866,0.00102223
0.00613322,0.000931501,0.00148238
0.00911543,0.00138825,0.00220437
0.0121226,0.00184882,0.00293239
0.0155567,0.00237623,0.00376423
0.0201314,0.00308211,0.00487338
0.024723,0.00379059,0.00598662
0.0293083,0.00449809,0.00709833
0.035162,0.00540832,0.00851974
0.0412471,0.00635552,0.00999765
0.047329,0.00730221,0.0114748
0.0536154,0.00828238,0.0130021
0.0611971,0.00947344,0.0148468
0.0688354,0.0106734,0.0167053
0.0764072,0.0118629,0.0185477
0.0843083,0.0131072,0.0204711
0.0933931,0.0145484,0.0226858
0.102491,0.0159916,0.0249037
0.11158,0.0174335,0.0271197
0.120796,0.0188969,0.0293668
0.131368,0.0205912,0.0319493
0.14196,0.022289,0.034537
0.152501,0.0239783,0.0371119
0.163144,0.0256841,0.0397118
0.174882,0.027582,0.0425843
0.186981,0.0295422,0.0455463
0.199059,0.0314992,0.0485032
0.211149,0.0334581,0.0514631
0.223758,0.0355096,0.0545526
0.237338,0.0377355,0.0578851
0.250915,0.0399607,0.0612166
0.264515,0.0421899,0.064554
0.278123,0.0444202,0.0678931
0.292856,0.0468582,0.0715154
0.307954,0.0493632,0.0752294
0.323087,0.0518739,0.078952
0.338151,0.0543731,0.0826575
0.35339,0.0569052,0.0864073
0.36997,0.0596916,0.0904964
0.386596,0.0624858,0.0945969
0.403196,0.0652757,0.0986912
0.419754,0.0680584,0.102775
0.436879,0.0709517,0.107003
0.454983,0.074036,0.11148
0.473082,0.0771196,0.115957
0.491136,0.0801955,0.120422
0.509227,0.0832778,0.124896
0.528178,0.0865335,0.129591
0.547763,0.0899187,0.134449
0.567353,0.0933049,0.139309
0.58688,0.0966802,0.144152
0.606548,0.10008,0.149031
0.627209,0.103691,0.154168
0.648306,0.107394,0.159418
0.669396,0.111095,0.164666
0.690492,0.114798,0.169915
0.71154,0.118492,0.175153
0.733872,0.122465,0.180725
0.756435,0.12649,0.186359
0.779179,0.130547,0.192037
0.801612,0.134549,0.197638
0.824207,0.138579,0.20328
0.848187,0.142925,0.209287
0.872439,0.147326,0.215364
0.896486,0.15169,0.221389
0.920469,0.156042,0.227399
0.944587,0.160419,0.233442
0.970216,0.165156,0.239889
0.995809,0.169885,0.246327
1.0214,0.174614,0.252763
1.04701,0.179346,0.259205
1.07274,0.184111,0.26568
1.09988,0.189224,0.272534
1.12695,0.194325,0.279372
1.15396,0.199413,0.286194
1.18103,0.204513,0.293031
1.20834,0.209679,0.299935
1.2369,0.21517,0.307179
1.26582,0.220731,0.314516
1.2944,0.226225,0.321765
1.32279,0.231684,0.328966
1.35185,0.237313,0.336351
1.382,0.243238,0.344035
1.41195,0.249125,0.351669
1.44192,0.255014,0.359308
1.47183,0.260894,0.366933
1.50175,0.266852,0.37458
1.53188,0.272942,0.382308
1.56186,0.279,0.389995
1.59172,0.285034,0.397653
1.62177,0.291107,0.40536
1.65167,0.297266,0.41306
1.68166,0.303506,0.420802
1.71182,0.309781,0.428587
1.74173,0.316005,0.436307
1.77173,0.322246,0.44405
1.80173,0.328651,0.451839
1.83171,0.335084,0.459633
1.86177,0.341533,0.467446
1.89182,0.347981,0.475258
1.9217,0.3544,0.483027
1.95167,0.36104,0.490875
1.98176,0.367707,0.498755
2.01184,0.374369,0.50663
2.04179,0.381004,0.514472
2.07166,0.387682,0.522312
2.10155,0.394532,0.530201
2.13166,0.401431,0.538147
2.1617,0.408315,0.546076
2.19168,0.415186,0.553991
2.22113,0.422075,0.561803
2.24991,0.428958,0.569477
2.27889,0.435889,0.577205
2.30765,0.442767,0.584874
2.33665,0.449704,0.592609
2.36431,0.45655,0.600047
2.39169,0.463425,0.607438
2.41905,0.470292,0.614821
2.44647,0.477175,0.622221
2.47382,0.484041,0.629604
2.49974,0.490879,0.636688
2.52563,0.497725,0.643767
2.55151,0.504571,0.650847
2.57738,0.511413,0.657923
2.60289,0.518229,0.664918
2.62724,0.525042,0.671677
2.6516,0.53186,0.67844
2.6762,0.538743,0.685268
2.70056,0.545558,0.692028
2.72426,0.552359,0.698653
2.74697,0.559112,0.705061
2.76982,0.565912,0.711512
2.79279,0.572744,0.717995
2.81564,0.57954,0.724443
2.83753,0.586327,0.730694
2.85891,0.593122,0.736841
2.88027,0.599914,0.742986
2.90156,0.606681,0.749107
2.92303,0.613507,0.755283
2.94311,0.620286,0.761159
2.96294,0.627064,0.766985
2.98281,0.633855,0.772822
3.00281,0.640692,0.778698
3.02263,0.647485,0.784526
3.04086,0.65423,0.790013
3.05928,0.661044,0.795557
3.07766,0.667846,0.801091
3.09603,0.674641,0.806619
3.11405,0.681435,0.812076
3.13094,0.688251,0.817304
3.14779,0.695056,0.822523
3.16466,0.701863,0.827743
3.18153,0.708674,0.832967
3.1978,0.715496,0.838068
3.21317,0.722323,0.842983
3.22855,0.72916,0.847903
3.24392,0.73599,0.852819
3.25928,0.742817,0.857733
3.27377,0.749661,0.862469
3.28766,0.756528,0.867084
3.30147,0.763361,0.871676
3.3153,0.7702,0.876273
3.32929,0.777118,0.880922
3.34202,0.784006,0.885301
