-5.12854e-19,-1.81822e-19,1
1.03568e-16,1.45813e-17,1
2.5581e-08,3.84589e-09,1
3.90318e-07,5.87445e-08,1
1.92842e-06,2.9055e-07,1
6.33447e-06,9.55501e-07,1
1.81317e-05,2.73877e-06,1
4.14052e-05,6.26282e-06,1.00001
8.25832e-05,1.25089e-05,1.00002
0.000151659,2.3006e-05,1.00004
0.000257372,3.91014e-05,1.00006
0.00040105,6.10186e-05,1.0001
0.00057017,8.6862e-05,1.00014
0.000787591,0.000120142,1.00019
0.00106007,0.000161921,1.00026
0.00137325,0.00021002,1.00033
0.0017449,0.000267191,1.00042
0.00218489,0.000334985,1.00053
0.00269365,0.000413504,1.00065
0.00325279,0.000499937,1.00079
0.00389693,0.000599666,1.00094
0.00462212,0.000712124,1.00112
0.00543073,0.000837719,1.00132
0.00630178,0.000973225,1.00153
0.00727082,0.00112421,1.00176
0.0083418,0.00129135,1.00202
0.00951698,0.00147503,1.00231
0.0107558,0.00166896,1.00261
0.0121088,0.00188112,1.00294
0.0135718,0.00211087,1.0033
0.0151729,0.0023627,1.00369
0.0168469,0.00262644,1.00409
0.0186396,0.0029093,1.00453
0.0205603,0.00321285,1.005
0.0226192,0.00353875,1.0055
0.0248039,0.00388514,1.00603
0.0270858,0.0042475,1.00659
0.0295108,0.00463321,1.00718
0.0320892,0.00504397,1.00781
0.0348231,0.00548022,1.00848
0.0376635,0.00593421,1.00917
0.0406496,0.00641225,1.0099
0.0438043,0.00691812,1.01067
0.0471099,0.00744907,1.01148
0.0505838,0.00800796,1.01233
0.0541747,0.00858666,1.0132
0.0579489,0.0091959,1.01413
0.0618946,0.00983391,1.01509
0.0660106,0.0105006,1.0161
0.070298,0.0111962,1.01715
0.0747393,0.011918,1.01824
0.0793679,0.0126716,1.01937
0.0841763,0.0134557,1.02055
0.0891899,0.0142748,1.02178
0.0943814,0.0151245,1.02305
0.0997413,0.0160032,1.02437
0.105305,0.0169171,1.02574
0.111056,0.0178633,1.02715
0.117058,0.0188526,1.02862
0.123223,0.0198706,1.03014
0.129587,0.0209236,1.0317
0.136166,0.0220139,1.03332
0.142965,0.023143,1.03499
0.149971,0.0243084,1.03672
0.157193,0.0255122,1.03849
0.164624,0.0267531,1.04032
0.172346,0.0280451,1.04223
0.180192,0.0293604,1.04416
0.188327,0.030727,1.04617
0.196689,0.0321342,1.04823
0.205342,0.0335934,1.05037
0.214163,0.035084,1.05254
0.223202,0.0366143,1.05478
0.232532,0.0381972,1.05708
0.242123,0.0398277,1.05945
0.25195,0.0415019,1.06188
0.262028,0.0432223,1.06438
0.272369,0.0449914,1.06693
0.282956,0.0468065,1.06956
0.293849,0.0486779,1.07225
0.304977,0.050594,1.07501
0.316339,0.0525547,1.07783
0.327992,0.0545698,1.08072
0.339893,0.0566326,1.08367
0.352124,0.0587572,1.08671
0.364788,0.0609621,1.08986
0.377573,0.0631932,1.09303
0.390545,0.0654623,1.09626
0.403917,0.0678068,1.09958
0.417684,0.0702261,1.10301
0.431642,0.072685,1.10649
0.445887,0.0752006,1.11003
0.46039,0.0777678,1.11365
0.475209,0.0803975,1.11734
0.490465,0.0831115,1.12115
0.505929,0.0858693,1.12501
